condition,kind,gap,rep_strength,info_level,round,lambda_hat,lambda_lo,lambda_hi,bayes_w,oracle
gap2.0_robust_order,robust,2.0,moderate,lean,6,0.7005450567243838,0.6508859688631262,0.8165597696179152,0.5376581035655623,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,7,0.7892569957210247,0.723515060172849,0.8426170166665216,0.5674221714415638,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,8,0.7887730316426225,0.6512887306257505,0.8667824306540807,0.5953702575768709,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,9,0.794625054363738,0.748639061212871,0.827479797776314,0.6091560242228169,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,10,0.7359462428971134,0.6808624038185327,0.7880675745277173,0.6218992422728199,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,11,0.7788519799830911,0.7007113019883008,0.8123129677989156,0.6354052798143467,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,12,0.7199109508792184,0.6748201204434506,0.7614091878018487,0.6490812696081422,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,13,0.749758497835712,0.7016811237851279,0.7939373689129592,0.6586722271283038,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,14,0.7123613215028977,0.6906047128504318,0.7561325581512809,0.672083000643084,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,15,0.7249814693799892,0.672597827904101,0.782046735836795,0.6764672362132256,0.7999999999999999
gap2.0_robust_order,robust,2.0,moderate,lean,16,0.7384020696173584,0.6895972406734138,0.7642173666216933,0.6829330540792168,0.7999999999999999
gap2.0_robust_paraphrase,robust,2.0,moderate,lean,1,0.22587265559662892,0.20338594209210378,0.2486430938769526,0.09999999999999999,0.7999999999999999
gap2.0_robust_paraphrase,robust,2.0,moderate,lean,2,0.6807584423820296,0.580247472689118,0.7529964898000079,0.2785365531477812,0.7999999999999999
gap2.0_robust_paraphrase,robust,2.0,moderate,lean,3,0.6651910241507397,0.59321149954437,0.7239097075628225,0.3662769274959495,0.7999999999999999
gap2.0_robust_paraphrase,robust,2.0,moderate,lean,4,81.50437812064182,-103.85920935347346,75.23999570943867,0.4622148025220793,0.7999999999999999
gap2.0_robust_paraphrase,robust,2.0,moderate,lean,5,0.6890347598483768,0.5652255263124525,0.7962166670448859,0.5200464991798295,0.7999999999999999
gap2.0_robust_paraphrase,robust,2.0,moderate,lean,6,0.584412151020227,0.4817044717614629,0.708122242410919,0.5376581035655623,0.7999999999999999
gap2.0_robust_paraphrase,robust,2.0,moderate,lean,7,0.5794822390609462,0.5273895281517835,0.6787726316074544,0.5674221714415638,0.7999999999999999
gap2.0_robust_paraphrase,robust,2.0,moderate,lean,8,0.7314033146211693,0.6265175872953633,0.7859554609801377,0.5953702575768709,0.7999999999999999
gap2.0_robust_paraphrase,robust,2.0,moderate,lean,9,0.6813804464146794,0.5814353075014154,0.7583559470327584,0.6091560242228169,0.7999999999999999
gap2.0_robust_paraphrase,robust,2.0,moderate,lean,10,0.6130810890996755,0.5526657668467125,0.6791361457335543,0.6218992422728199,0.7999999999999999
gap2.0_robust_paraphrase,robust,2.0,moderate,lean,11,0.6662736165227593,0.6199829372143604,0.701574333794765,0.6354052798143467,0.7999999999999999
gap2.0_robust_paraphrase,robust,2.0,moderate,lean,12,0.6096066000852653,0.5114374449158323,0.705422324475065,0.6490812696081422,0.7999999999999999
